,Home,1h,Th,Away,1w,Tw,home_ATRatio,home_Apg,home_BPpg,home_Bpg,home_EFG%,home_FbP,home_Fg%,home_Fg%D,home_Fpg,home_FTApg,home_FTp,home_FTMpg,home_RM,RDpg_x,home_ROpg,home_Rpg,home_SD,home_SO,home_SM,home_Spg,home_3PApg,home_3P%,home_3PD%,home_3Ppg,home_TOM,home_Tpg,home_TFpg,away_ATRatio,away_Apg,away_BPpg,away_Bpg,away_EFG%,away_FbP,away_Fg%,away_Fg%D,away_Fpg,away_FTApg,away_FTp,away_FTMpg,away_RM,RDpg_y,away_ROpg,away_Rpg,away_SD,away_SO,away_SM,away_Spg,away_3PApg,away_3P%,away_3PD%,away_3Ppg,away_TOM,away_Tpg,away_TFpg
219,Utah St.,30,66,Bradley,28,72,1.55,19.2,21.83,5.0,0.567,13.17,51.96,38.462,18.0,20.3,66.39,13.5,8.0,29.83,10.17,40.0,62.5,81.2,18.0,7.2,17.3,32.69,22.2,5.7,0.8,12.3,13.17,1.16,16.7,19.67,5.0,0.578,15.67,48.55,35.0,17.7,17.3,59.62,10.3,-3.0,31.67,6.33,38.0,66.7,77.0,10.0,6.7,27.3,39.02,21.9,10.7,-3.0,14.3,11.33
220,Cal Poly,31,66,Wyoming,41,80,0.92,9.0,21.5,3.2,0.461,5.33,41.94,46.006,21.2,15.8,69.47,11.0,-6.0,23.33,9.33,32.67,73.2,66.3,-6.0,5.8,16.0,31.25,36.8,5.0,2.7,9.8,12.5,0.9,14.6,16.0,5.2,0.565,9.4,49.09,38.585,15.4,23.8,73.11,17.4,4.0,26.6,10.8,37.4,66.4,79.6,13.0,6.0,20.4,40.2,28.0,8.2,-1.2,16.2,15.0
221,Long Beach St.,37,77,DePaul,21,73,0.76,12.0,20.83,4.3,0.5,11.33,44.89,43.575,21.3,20.2,66.12,13.3,0.0,25.33,11.5,36.83,77.0,75.3,-1.0,9.3,19.2,33.04,29.6,6.3,0.5,15.8,16.33,0.91,14.2,19.8,5.0,0.502,8.8,43.49,43.96,17.8,19.6,72.45,14.2,-7.0,23.0,7.4,30.4,72.4,68.2,-4.0,4.8,19.2,37.5,31.5,7.2,-1.2,15.6,14.4
222,New Mexico St.,37,74,UC Irvine,49,91,1.19,13.8,24.33,2.7,0.476,9.67,40.85,41.349,18.7,22.7,70.59,16.0,0.0,27.33,8.33,35.67,70.2,72.3,2.0,7.3,22.0,36.36,32.3,8.0,2.3,11.7,14.0,1.69,19.6,34.0,3.4,0.554,14.2,50.0,39.362,18.4,20.2,65.35,13.2,8.0,28.8,10.8,39.6,63.4,82.4,19.0,7.8,19.2,35.42,27.0,6.8,2.8,11.6,14.4
223,Bryant,25,57,Rutgers,29,66,1.2,13.0,23.5,7.0,0.52,14.5,44.44,34.975,17.5,18.0,64.81,11.7,-3.0,32.5,8.33,40.83,69.0,77.2,8.0,6.5,25.5,37.25,28.7,9.5,0.2,10.8,11.0,1.12,13.4,26.0,4.8,0.479,20.4,42.86,36.823,15.2,24.2,63.64,15.4,4.0,27.2,12.6,39.8,58.6,70.4,11.0,7.8,20.4,28.43,32.5,5.8,4.2,12.0,16.2
224,Eastern Wash.,30,73,Cincinnati,38,85,1.1,16.0,24.0,1.2,0.483,7.0,41.77,51.037,23.2,17.2,63.77,11.0,-6.0,24.75,6.75,31.5,89.0,68.2,-20.0,5.5,26.0,29.81,41.0,7.8,-3.8,14.5,10.75,1.89,17.5,37.0,2.5,0.543,11.5,47.01,41.597,12.8,18.0,63.89,11.5,12.0,29.5,13.5,43.0,64.5,84.2,19.0,7.0,26.8,36.45,24.4,9.8,2.8,9.2,12.0
225,Maryland,30,63,UAB,24,66,0.69,9.4,15.6,4.4,0.432,11.8,38.79,40.37,17.2,23.8,68.07,16.2,1.0,23.8,13.0,36.8,61.6,64.8,3.0,9.0,21.8,22.94,32.4,5.0,3.0,13.6,16.6,0.72,9.4,26.4,5.2,0.451,14.8,41.61,41.914,17.0,23.2,70.69,16.4,5.0,27.8,13.0,40.8,69.4,70.2,0.0,8.0,16.0,26.25,27.4,4.2,-0.6,13.0,12.4
226,Air Force,19,57,Delaware,29,65,1.18,14.5,11.0,5.5,0.546,4.17,46.23,37.952,18.5,21.0,70.63,14.8,-1.0,26.67,6.17,32.83,63.2,68.0,4.0,5.5,22.5,36.3,31.5,8.2,-1.7,12.3,10.67,1.45,16.0,23.0,3.8,0.602,7.5,52.65,38.43,15.2,20.0,62.5,12.5,5.0,28.5,8.75,37.25,62.2,80.5,18.0,5.8,18.8,45.33,27.8,8.5,-0.2,11.0,10.75
227,Idaho St.,25,55,Iowa St.,44,86,1.09,14.3,21.67,4.3,0.541,8.67,48.34,39.752,15.3,14.2,67.06,9.5,5.0,25.33,9.67,35.0,57.3,69.2,11.0,9.0,19.0,33.33,27.5,6.3,0.8,13.2,14.0,2.17,19.0,33.0,4.0,0.589,15.5,53.63,31.522,16.2,25.0,73.0,18.2,13.0,27.5,12.25,39.75,45.8,91.2,45.0,15.0,16.5,39.39,29.5,6.5,12.0,8.8,20.75
228,Elon,39,68,North Dakota,37,85,1.14,13.8,29.0,2.3,0.554,8.83,46.49,47.696,16.8,20.2,70.25,14.2,0.0,23.5,9.5,33.0,80.2,77.3,-2.0,4.8,24.5,41.5,32.8,10.2,-2.5,12.2,9.67,1.3,15.2,21.75,4.0,0.524,6.5,46.46,46.939,17.2,19.0,69.74,13.2,5.0,25.75,11.75,37.5,78.0,79.8,1.0,7.0,25.8,29.13,39.2,7.5,-0.5,11.8,11.25
229,Lehigh,34,68,North Carolina,43,90,1.01,14.4,22.4,2.6,0.494,11.8,43.37,44.805,21.2,14.4,72.22,10.4,0.0,27.2,11.2,38.4,80.2,76.0,-4.0,8.2,24.6,32.52,36.4,8.0,-0.4,14.2,13.8,1.43,14.3,25.33,5.3,0.529,12.0,48.15,36.683,10.7,24.0,73.61,17.7,7.0,29.67,12.33,42.0,63.3,84.3,21.0,7.3,19.3,31.03,32.1,6.0,3.3,10.0,13.33
230,San Jose St.,21,42,Texas Tech,22,56,1.12,14.5,14.67,4.5,0.559,10.0,47.84,39.823,16.3,15.3,67.39,10.3,2.0,25.5,9.5,35.0,62.3,75.0,12.0,5.8,26.7,35.0,26.0,9.3,0.3,13.0,13.33,0.72,11.0,16.67,3.0,0.455,12.67,41.57,34.783,10.7,22.3,76.12,17.0,12.0,30.33,12.33,42.67,50.7,67.3,16.0,6.7,21.0,20.63,20.8,4.3,0.3,15.3,15.67
231,Davidson,28,65,Clemson,23,68,1.23,12.8,22.0,2.8,0.498,6.0,42.76,38.516,16.2,19.2,72.92,14.0,3.0,27.2,10.8,38.0,61.4,70.4,9.0,7.2,24.4,32.79,31.1,8.0,1.6,10.4,12.0,1.64,17.2,24.25,6.2,0.555,6.5,47.23,40.179,16.8,15.8,74.6,11.8,1.0,25.25,8.75,34.0,66.2,77.0,10.0,4.2,24.2,40.21,34.1,9.8,1.5,10.5,12.0
232,Sam Houston,30,70,Oklahoma St.,38,85,0.91,12.8,20.4,2.2,0.451,12.0,38.78,45.862,20.8,27.6,70.29,19.4,-1.0,24.8,11.6,36.4,75.4,72.4,-3.0,9.8,22.0,33.64,30.4,7.4,3.8,14.0,17.8,1.32,15.8,25.4,2.6,0.531,9.6,45.55,41.637,17.8,19.4,59.79,11.6,3.0,25.6,10.8,36.4,66.8,73.6,6.0,6.4,26.6,33.08,31.4,8.8,1.0,12.0,13.0
233,Howard,40,86,James Madison,59,107,0.66,10.5,24.5,3.2,0.496,14.83,43.02,46.809,18.7,25.2,72.85,18.3,2.0,27.0,10.33,37.33,80.0,75.2,-4.0,5.7,21.2,35.43,33.3,7.5,-5.2,16.0,10.83,1.34,15.6,23.8,4.0,0.536,10.8,46.57,43.671,23.0,28.4,69.01,19.6,0.0,26.8,11.6,38.4,83.8,91.4,7.0,9.4,24.2,38.84,32.1,9.4,4.2,11.6,15.8
234,Lafayette,26,53,Pepperdine,42,76,0.9,13.0,21.25,4.5,0.441,6.0,37.73,43.723,15.8,15.8,60.32,9.5,-3.0,23.0,9.75,32.75,69.5,58.0,-11.0,8.5,24.8,28.28,35.3,7.0,-2.5,14.5,12.0,0.88,11.8,18.0,2.3,0.507,13.0,45.4,46.372,17.8,21.3,72.66,15.5,7.0,24.83,11.67,36.5,67.8,74.3,6.0,5.2,17.5,35.24,36.6,6.2,-0.3,13.5,13.17
235,Merrimack,28,71,Maine,29,65,0.72,10.2,16.0,4.0,0.505,14.5,45.25,42.373,16.0,19.0,63.16,12.0,-4.0,22.5,11.25,33.75,70.0,67.8,-2.0,9.8,22.8,25.27,36.8,5.8,0.8,14.2,15.0,1.33,13.5,28.33,3.0,0.535,10.5,48.4,44.164,17.0,17.2,74.76,12.8,1.0,24.83,7.67,32.5,66.2,74.0,7.0,9.8,19.5,29.91,32.7,5.8,4.3,10.2,14.5
236,Gardner-Webb,34,62,Baylor,40,77,1.01,12.5,26.5,2.8,0.458,10.0,40.49,42.331,20.0,19.0,65.79,12.5,2.0,25.17,12.33,37.5,68.7,68.7,0.0,5.5,21.5,30.23,30.3,6.5,0.5,12.3,12.83,0.98,13.5,33.0,5.2,0.561,12.75,50.61,42.292,15.2,28.2,75.22,21.2,11.0,25.25,16.0,41.25,68.8,90.0,21.0,9.2,18.5,36.49,29.4,6.8,1.2,13.8,15.0
237,N.C. Central,23,54,Georgia,27,64,1.28,14.4,32.29,3.4,0.515,15.43,45.33,41.176,16.9,17.7,66.94,11.9,-2.0,24.14,11.14,35.29,68.9,76.4,7.0,10.0,24.4,31.58,29.0,7.7,4.1,11.3,15.43,0.87,10.6,20.6,2.4,0.445,11.4,38.44,41.234,18.2,21.4,69.16,14.8,-7.0,25.8,10.0,35.8,72.6,69.4,-3.0,7.0,25.2,29.37,31.0,7.4,1.6,12.2,13.8
238,UC Riverside,30,65,Portland,38,76,1.73,14.2,26.0,1.4,0.421,9.0,35.09,46.975,17.2,14.4,68.06,9.8,-3.0,22.4,12.8,35.2,74.4,64.0,-10.0,5.6,30.0,30.0,41.9,9.0,4.4,8.2,12.6,1.0,16.2,16.4,4.0,0.533,9.0,46.18,43.478,18.4,22.4,75.0,16.8,3.0,27.2,10.4,37.6,78.6,78.2,0.0,6.0,25.2,32.54,36.0,8.2,-4.4,16.2,11.8
239,Northern Ariz.,29,55,Grand Canyon,41,89,0.9,13.8,18.5,3.7,0.463,9.17,41.67,46.765,21.2,15.8,55.79,8.8,-9.0,23.0,7.67,30.67,76.7,62.5,-14.0,7.3,20.7,25.81,24.8,5.3,-0.3,15.3,15.0,0.61,9.0,18.75,4.2,0.52,15.25,46.61,42.553,18.5,30.0,75.83,22.8,11.0,27.5,13.0,40.5,67.2,80.2,13.0,8.0,19.5,30.77,38.0,6.0,-0.5,14.8,14.25
240,Yale,46,83,LMU (CA),43,80,1.34,13.7,17.67,2.8,0.526,6.83,47.24,40.214,14.2,18.0,73.15,13.2,1.0,28.33,7.83,36.17,69.0,76.7,7.0,5.5,18.2,35.78,30.7,6.5,1.0,10.2,11.17,1.0,12.5,29.17,2.5,0.558,8.67,47.69,43.266,19.7,22.0,73.48,16.2,4.0,26.0,9.67,35.67,72.8,80.5,7.0,5.5,25.5,36.6,35.3,9.3,-0.7,12.5,11.83
241,Army West Point,31,64,Indiana,32,72,0.92,11.6,20.6,2.0,0.416,5.6,35.15,47.41,16.0,13.4,53.73,7.2,0.0,23.0,11.8,34.8,65.8,56.0,-9.0,7.0,27.6,27.54,34.5,7.6,0.0,12.6,12.6,1.18,14.2,15.0,5.2,0.524,9.4,49.39,39.934,16.2,29.2,69.86,20.4,-3.0,25.8,6.2,32.0,70.0,72.2,2.0,5.8,12.8,23.44,35.3,3.0,0.4,12.0,12.4
242,Robert Morris,31,62,Towson,35,66,0.78,10.5,11.75,3.2,0.459,6.0,38.86,46.544,19.5,15.8,77.78,12.2,-1.0,22.25,11.25,33.5,69.2,64.8,-4.0,5.5,22.2,35.96,31.4,8.0,-2.0,13.5,11.5,0.58,7.7,17.5,3.2,0.432,2.67,39.23,44.516,15.3,19.3,62.93,12.2,7.0,22.83,14.0,36.83,64.5,57.0,-7.0,4.8,14.2,29.41,37.4,4.2,-2.7,13.3,10.67
243,UC Davis,32,65,Montana,42,78,0.76,12.5,20.25,5.0,0.53,10.75,47.0,44.928,19.8,24.0,70.83,17.0,5.0,21.75,12.75,34.5,65.0,74.5,9.0,7.8,19.0,34.21,33.8,6.5,2.0,16.5,18.5,1.47,14.0,25.25,2.8,0.533,10.25,48.76,41.277,17.8,18.5,77.03,14.2,3.0,27.75,9.0,36.75,69.2,78.8,9.0,4.5,17.8,30.99,32.3,5.5,0.8,9.5,10.25
244,Nevada,41,83,Washington,30,76,2.21,18.2,28.0,3.8,0.554,7.0,50.4,39.669,19.2,26.0,75.96,19.8,10.0,31.5,10.5,42.0,65.2,89.0,23.0,5.0,18.2,34.25,31.2,6.2,3.2,8.2,11.5,1.31,16.8,17.0,5.8,0.537,16.4,48.87,40.439,21.0,23.0,70.43,16.2,-2.0,27.6,9.4,37.0,75.6,82.6,7.0,7.4,20.0,30.0,28.3,6.0,0.0,12.8,12.8
245,Michigan,48,89,St. John's (NY),38,73,1.43,17.5,22.25,3.2,0.6,10.75,52.11,41.667,17.8,19.8,67.09,13.2,4.0,27.25,12.0,39.25,75.8,91.5,15.0,4.2,26.5,38.68,37.0,10.2,1.2,12.2,13.5,1.0,15.2,20.4,4.6,0.519,11.6,44.72,45.098,18.0,15.6,69.23,10.8,7.0,24.0,16.6,40.6,77.0,77.6,0.0,6.6,23.2,39.66,37.9,9.2,-2.8,15.2,12.4
246,The Citadel,31,64,Presbyterian,35,71,0.91,10.5,14.83,2.5,0.47,9.0,40.77,45.322,13.8,19.2,73.04,14.0,3.0,26.0,10.33,36.33,66.5,66.7,0.0,5.7,23.2,30.22,31.9,7.0,-0.8,11.5,10.67,1.12,14.0,28.83,4.7,0.557,14.17,49.85,38.04,19.2,23.8,69.93,16.7,1.0,28.67,7.67,36.33,68.0,77.3,9.0,6.2,16.8,37.62,26.5,6.3,0.0,12.5,12.5
247,Central Mich.,30,67,Florida St.,50,94,0.7,10.7,16.83,3.2,0.489,9.5,43.24,48.048,17.2,15.5,67.74,10.5,-2.0,20.5,10.5,31.0,74.5,64.8,-9.0,7.0,20.8,30.4,35.1,6.3,-1.2,15.2,14.0,1.17,16.8,30.6,4.8,0.552,14.0,49.03,43.878,22.2,22.2,66.67,14.8,-2.0,25.6,9.8,35.4,73.8,83.2,9.0,11.8,22.0,34.55,23.9,7.6,4.0,14.4,18.4
248,ETSU,20,47,Butler,45,81,0.67,9.8,11.75,5.2,0.436,13.25,37.85,41.057,19.2,17.5,67.14,11.8,-1.0,27.75,12.25,40.0,71.0,66.5,-4.0,7.2,27.0,26.85,33.0,7.2,0.8,14.5,15.25,1.29,14.5,26.0,4.5,0.523,12.75,45.45,34.694,14.8,22.0,76.14,16.8,2.0,30.25,9.25,39.5,58.0,80.0,22.0,7.2,25.8,32.04,27.0,8.2,4.2,11.2,15.5
249,FGCU,35,74,Pittsburgh,45,86,1.0,11.2,24.33,2.5,0.496,9.17,43.22,45.21,17.7,18.5,70.27,13.0,2.0,23.33,12.17,35.5,76.2,71.5,-4.0,5.0,25.3,29.61,38.3,7.5,-1.5,11.2,9.67,2.09,18.2,29.25,7.2,0.578,16.0,49.44,35.27,16.0,27.8,63.96,17.8,20.0,34.0,16.25,50.25,60.5,95.5,35.0,7.2,29.8,37.82,24.5,11.2,3.0,8.8,11.75
250,FIU,39,80,Miami (FL),41,86,0.84,14.4,22.29,2.9,0.485,12.43,42.25,50.396,19.3,16.6,66.38,11.0,-7.0,17.86,12.14,30.0,77.9,70.0,-7.0,12.9,25.6,29.61,34.9,7.6,3.0,17.1,20.14,1.29,16.0,10.8,5.2,0.615,17.2,52.36,41.298,15.0,19.6,82.65,16.2,0.0,28.2,7.8,36.0,72.6,89.0,16.0,8.6,23.6,45.76,26.8,10.8,2.0,12.4,14.4
251,Hampton,32,68,Norfolk St.,41,75,0.88,13.8,24.5,1.3,0.534,14.5,46.42,42.936,19.7,20.7,72.58,15.0,0.0,24.5,10.33,34.83,78.2,77.2,-1.0,7.3,24.7,33.11,30.6,8.2,-2.7,15.7,13.0,0.97,12.3,29.17,3.3,0.471,19.17,41.46,41.801,19.7,27.7,70.48,19.5,3.0,24.67,13.5,38.17,66.5,75.5,9.0,11.7,22.2,30.08,36.2,6.7,6.3,12.7,19.0
252,Villanova,30,72,Penn,32,76,1.26,12.2,21.5,2.0,0.545,10.5,45.25,35.78,18.0,18.2,83.56,15.2,7.0,28.25,10.5,38.75,59.0,75.5,16.0,6.0,29.0,35.34,30.6,10.2,1.2,9.8,11.0,1.01,16.2,23.2,4.6,0.54,11.8,47.02,38.158,18.0,23.4,62.39,14.6,12.0,29.8,15.0,44.8,68.4,79.8,11.0,6.6,24.2,34.71,29.8,8.4,-4.0,16.0,12.0
253,Quinnipiac,36,81,Massachusetts,45,102,1.2,15.6,32.2,4.4,0.534,12.8,47.4,41.975,14.6,24.0,78.33,18.8,8.0,29.4,11.2,40.6,72.0,84.6,12.0,6.0,20.2,36.63,29.9,7.4,-1.0,13.0,12.0,2.38,19.0,30.33,3.3,0.513,12.67,45.09,41.243,20.0,23.7,54.93,13.0,1.0,25.33,16.67,42.0,76.7,89.7,13.0,10.3,26.0,35.9,37.1,9.3,8.3,8.0,16.33
254,Siena,27,58,American,35,78,0.64,11.4,10.2,5.6,0.49,2.2,43.85,49.648,15.0,14.2,54.93,7.8,4.0,22.0,12.2,34.2,74.0,58.8,-15.0,3.6,18.4,29.35,41.7,5.4,-7.8,17.8,10.0,1.31,15.2,30.4,1.8,0.51,9.6,43.52,50.37,18.8,16.2,74.07,12.0,1.0,22.6,10.8,33.4,76.8,73.4,-3.0,7.2,27.6,32.61,34.5,9.0,0.6,11.6,12.2
255,Stony Brook,26,63,Duquesne,35,85,1.0,9.2,24.6,3.8,0.448,6.8,39.2,44.231,13.2,16.8,66.67,11.2,-5.0,24.2,12.2,36.4,71.4,69.2,-2.0,8.6,24.4,29.51,35.7,7.2,4.8,9.2,14.0,1.25,15.0,22.6,6.2,0.548,13.4,46.2,39.803,18.4,19.0,69.47,13.2,3.0,27.8,11.8,39.6,68.0,79.6,11.0,7.2,28.2,36.88,35.1,10.4,1.0,12.0,13.0
256,North Florida,26,77,South Carolina St.,45,87,1.2,13.8,28.0,3.0,0.512,6.33,42.27,44.118,16.7,19.2,82.61,15.8,0.0,26.17,9.5,35.67,70.8,77.7,6.0,5.8,30.7,35.33,25.6,10.8,-0.3,11.5,11.17,0.79,13.8,29.8,4.0,0.424,9.2,39.24,43.836,21.6,25.0,62.4,15.6,6.0,26.2,16.8,43.0,81.8,69.2,-12.0,10.4,16.2,24.69,32.1,4.0,-2.0,17.4,15.4
257,VMI,33,64,South Carolina,41,74,0.75,11.2,29.8,2.8,0.516,12.8,46.5,41.049,18.6,16.4,63.41,10.4,4.0,30.2,11.0,41.2,76.6,75.2,-1.0,4.4,20.0,32.0,31.6,6.4,-4.0,15.0,11.0,1.25,15.2,21.0,2.6,0.555,6.4,48.23,41.516,19.0,20.4,68.63,14.0,6.0,25.6,10.4,36.0,66.0,76.6,10.0,5.6,20.8,39.42,28.9,8.2,-0.6,12.2,11.6
258,Ark.-Pine Bluff,39,85,Central Ark.,43,83,1.26,16.0,18.0,2.0,0.565,11.0,47.66,46.734,18.7,22.3,79.1,17.7,-4.0,25.83,8.5,34.33,85.2,90.0,4.0,9.3,27.7,40.96,29.3,11.3,2.8,12.7,15.5,1.05,13.8,27.4,3.0,0.479,8.2,42.16,40.283,18.6,19.8,64.65,12.8,2.0,27.0,12.4,39.4,67.8,71.4,3.0,8.0,21.8,32.11,30.3,7.0,2.0,13.2,15.2
259,Western Caro.,37,66,Middle Tenn.,33,64,1.44,12.2,20.5,4.0,0.539,8.25,47.52,41.423,15.8,19.8,73.42,14.5,5.0,29.5,10.25,39.75,66.0,79.8,13.0,3.8,20.0,38.75,30.3,7.8,1.2,8.5,9.75,0.75,9.4,17.2,5.2,0.468,7.2,41.89,42.086,16.4,22.0,66.36,14.6,4.0,25.2,13.4,38.6,61.0,70.0,9.0,7.0,19.8,29.29,21.3,5.8,0.4,12.6,13.0
260,Old Dominion,31,77,Arkansas,37,86,0.73,10.0,31.33,2.7,0.511,20.33,45.95,41.618,19.3,13.7,65.85,9.0,7.0,29.67,11.0,40.67,72.0,72.0,0.0,6.3,16.7,38.0,33.3,6.3,-3.0,13.7,10.67,1.26,13.2,33.75,7.8,0.559,14.25,49.12,41.129,19.0,30.5,67.21,20.5,4.0,30.0,8.75,38.75,70.5,84.2,13.0,5.2,22.5,34.44,36.2,7.8,1.0,10.5,11.5
261,Oral Roberts,27,69,Missouri St.,39,84,1.21,10.2,6.6,5.6,0.483,5.2,40.82,39.577,15.8,17.6,69.32,12.2,-10.0,27.0,7.6,34.6,73.0,69.0,-4.0,5.2,27.6,31.88,34.5,8.8,1.4,8.4,9.8,1.07,14.4,19.4,4.4,0.529,6.8,45.0,37.975,16.6,18.2,65.93,12.0,5.0,30.8,9.0,39.8,63.6,71.2,7.0,4.8,23.6,37.29,25.2,8.8,-3.6,13.4,9.8
262,Rider,29,50,Nebraska,38,64,0.98,12.8,22.2,3.8,0.432,10.6,39.27,40.203,17.2,15.8,60.76,9.6,1.0,29.2,12.4,41.6,71.6,66.8,-4.0,8.2,20.6,25.24,29.2,5.2,-0.4,13.0,12.6,1.41,16.4,27.4,3.2,0.527,10.4,44.9,33.226,14.0,26.0,66.92,17.4,13.0,33.6,13.4,47.0,56.4,79.4,23.0,5.2,28.0,32.86,23.0,9.2,-0.6,11.6,11.0
263,South Dakota St.,29,68,Kansas St.,38,91,0.9,11.4,11.6,3.2,0.531,6.8,46.25,44.051,14.4,16.6,61.45,10.2,1.0,26.6,10.8,37.4,76.6,75.4,-1.0,6.6,22.0,38.18,35.2,8.4,-1.4,12.6,11.2,0.96,15.6,17.0,3.6,0.508,10.2,43.57,45.714,18.2,19.8,75.76,15.0,3.0,24.4,14.4,38.8,77.2,79.8,2.0,7.6,27.8,33.09,34.9,9.2,-2.0,16.2,14.2
264,SIUE,31,50,Missouri,38,68,1.19,11.5,12.67,4.3,0.482,5.0,41.67,42.025,16.0,17.7,71.7,12.7,0.0,23.33,10.17,33.5,68.2,66.7,-1.0,5.0,19.0,38.6,35.1,7.3,-0.3,9.7,9.33,1.27,15.2,25.4,7.0,0.534,13.4,45.21,40.0,18.6,13.8,78.26,10.8,-2.0,26.0,8.4,34.4,68.0,73.2,5.0,8.0,28.2,34.04,31.4,9.6,1.2,12.0,13.2
265,Xavier,29,71,Purdue,37,83,1.33,16.8,19.8,3.2,0.502,11.2,45.54,35.849,17.6,19.0,63.16,12.0,0.0,29.4,10.4,39.8,65.0,72.8,7.0,6.8,18.8,29.79,25.3,5.6,0.0,12.6,12.6,1.37,17.2,23.8,5.6,0.554,11.2,48.61,35.061,14.2,26.2,70.99,18.6,9.0,31.8,9.8,41.6,60.6,82.4,21.0,7.0,19.8,39.39,22.1,7.8,-0.8,12.6,11.8
266,LIU,18,53,Pepperdine,39,88,0.78,10.5,20.0,2.0,0.408,10.0,35.96,47.345,22.8,20.8,71.08,14.8,-12.0,22.75,7.25,30.0,81.2,61.2,-20.0,6.8,18.5,29.73,36.9,5.5,-0.2,13.5,13.25,0.88,11.8,18.0,2.3,0.507,13.0,45.4,46.372,17.8,21.3,72.66,15.5,7.0,24.83,11.67,36.5,67.8,74.3,6.0,5.2,17.5,35.24,36.6,6.2,-0.3,13.5,13.17
267,North Dakota St.,29,53,UC Davis,38,68,1.2,12.0,28.83,1.5,0.527,7.17,46.09,44.974,13.0,17.5,70.48,12.3,2.0,26.5,11.83,38.33,73.3,77.5,4.0,5.8,21.3,38.28,39.2,8.2,0.8,10.0,10.83,0.76,12.5,20.25,5.0,0.53,10.75,47.0,44.928,19.8,24.0,70.83,17.0,5.0,21.75,12.75,34.5,65.0,74.5,9.0,7.8,19.0,34.21,33.8,6.5,2.0,16.5,18.5
268,Wisconsin,21,59,Providence,37,72,1.08,11.4,22.4,1.8,0.51,4.4,46.21,45.276,17.2,22.6,71.68,16.2,4.0,22.2,11.6,33.8,67.4,75.4,8.0,6.2,17.4,32.18,34.3,5.6,4.2,10.6,14.8,0.79,12.4,14.4,7.0,0.507,9.4,44.48,35.032,16.6,22.0,69.09,15.2,5.0,28.4,12.0,40.4,64.8,74.0,9.0,6.8,24.0,30.0,26.9,7.2,-1.4,15.6,14.2
269,Bucknell,28,57,La Salle,33,69,0.8,11.0,15.17,3.7,0.476,3.33,40.38,45.087,18.8,18.8,69.03,13.0,-6.0,24.17,6.83,31.0,72.8,62.5,-10.0,6.8,23.5,31.91,34.4,7.5,-1.8,13.8,12.0,1.69,14.2,11.8,3.0,0.51,10.4,44.76,46.441,16.8,18.8,72.34,13.6,-6.0,23.4,8.0,31.4,73.0,72.0,-1.0,5.4,21.4,33.64,35.6,7.2,3.2,8.4,11.6
270,Wofford,31,61,Tennessee,36,82,1.25,16.0,33.0,3.2,0.549,6.75,46.09,48.707,20.0,20.5,65.85,13.5,-1.0,21.75,11.0,32.75,86.5,80.2,-6.0,3.8,30.0,35.83,37.9,10.8,-2.8,12.8,10.0,1.31,14.2,25.8,5.0,0.5,9.0,43.05,35.54,19.4,22.6,76.99,17.4,4.0,28.2,10.4,38.6,60.0,76.4,16.0,7.2,23.6,34.75,25.9,8.2,3.2,10.8,14.0
271,Bowling Green,28,62,Oakland,38,81,1.02,11.5,22.5,3.5,0.494,6.75,43.7,45.133,17.8,19.5,57.69,11.2,2.0,26.0,10.25,36.25,70.5,70.0,0.0,5.0,24.5,27.55,39.7,6.8,1.2,11.2,12.5,0.97,11.0,13.5,1.3,0.507,8.17,43.8,42.978,18.2,15.8,71.58,11.3,-1.0,25.5,9.5,35.0,71.7,72.7,1.0,7.2,23.8,34.97,28.0,8.3,0.2,11.3,11.5
272,Brown,27,64,New Hampshire,43,82,1.13,13.8,19.6,5.6,0.469,11.2,40.5,42.014,18.4,23.0,60.87,14.0,5.0,29.0,14.6,43.6,72.6,74.2,1.0,8.6,26.8,30.6,38.2,8.2,2.2,12.2,14.4,1.44,15.0,24.8,2.0,0.503,16.0,43.2,37.582,17.2,20.6,74.76,15.4,0.0,30.8,10.2,41.0,67.0,82.0,15.0,9.8,28.8,32.64,23.4,9.4,4.0,10.4,14.4
273,Colgate,46,75,Syracuse,30,79,1.05,13.2,15.6,1.8,0.489,6.6,42.44,38.796,13.6,13.2,72.73,9.6,3.0,29.8,7.8,37.6,64.8,62.6,-2.0,5.0,22.2,31.53,30.8,7.0,-3.8,12.6,8.8,1.02,11.4,15.2,5.0,0.461,14.0,41.49,43.987,15.2,18.6,70.97,13.2,-8.0,25.2,10.2,35.4,74.6,72.8,-1.0,9.6,23.2,25.86,35.1,6.0,5.0,11.2,16.2
274,Duke,31,74,Michigan St.,20,65,1.94,18.6,24.2,3.8,0.582,10.6,51.15,40.203,16.8,18.0,76.67,13.8,5.0,29.2,8.8,38.0,64.6,84.8,20.0,6.8,23.6,36.44,29.0,8.6,3.4,9.6,13.0,1.55,17.0,19.6,5.4,0.487,17.4,44.55,33.448,19.0,22.6,66.37,15.0,0.0,28.0,11.6,39.6,61.4,74.0,12.0,7.4,19.0,26.32,28.1,5.0,2.4,11.0,13.4
